iso3c,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125
NAM,0.079558545,0.060520588,0,0.05343453,0,0,0.051369955,0.037153314,0,0.178306306,0.076587162,0.007812927,0.351581708,0,0.091727904,0,0.030451252,0,0.031303253,0,0,0.02914296,0.023129541,0,0.113291964,0,0.066349091,0.082258252,0,0,0.121318766,0,0.105671187,0,0,0,0.082476641,0.054225683,0,0,0.138836836,0.108990284,0.045111744,0.071570148,0.050793125,0.059840518,0,0,0,0,0,0,0,0.126960542,0,0.087895245,0,0,0.048455804,0,0,0.001087523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,2.012868658,4.088293505,3.532752164,1.620113754,3.274572374,4.794178361,0.19746249,0.6912072,4.511979156,5.481317466,0.282697558,0.19037888,34.26820212,0,6.601789999,0,1.792074539,0.431938392,0.83802387,4.359664677,1.503994216,0.73980142,3.878437615,7.0698372,2.106696483,0.878829028,7.862137975,1.14227336,3.533309037,0,8.340345485,3.066306191,3.633115825,3.426817855,3.426817026,3.426818248,3.42682139,2.781938498,0,3.426812007,2.808764884,0,0,3.426815979,1.337475073,0,1.589826771,7.995924913,6.794279008,0,0,0,4.378720723,12.37467138,0,8.567031545,0,0,5.615405534,0.571136702,12.77940529,0.396600743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,0,4.122162891,4.122164549,13.7405437,3.206126513,3.206127342,0,0,0,31.14522644,0,0,0,0,0,22.90091402,24.73298398,24.73298572,0,0,24.66881399,0,0,11.45045373,0,0,0,0,0,4.580182105,35.72541946,35.72540942,35.72541291,0,0,0,0,0,0,16.94667322,0,0,16.94667147,0,0,0,0,19.2367946,0,0,0,0,0,0,0,0,0,0,0,0,4.580181668,10.48815358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,8.797697762,6.692449846,5.264103917,5.908866138,4.295646783,7.062888947,5.68056183,4.10846897,4.319831078,19.71736446,0,0,0,0,0,16.0171631,3.367342621,4.127595193,3.461559166,4.946184989,0,3.222669781,2.557696132,9.055261893,12.52798466,0,7.336975528,0,3.493483818,0,13.41560276,12.90144553,11.68526377,0,0,0,0,0,0,4.833910099,0,0,4.988524776,7.914328213,0,0,0,9.071643816,0,0,0,0,0,0,0,0,0,0,5.358311428,0,0,0.12025966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,0,61.64856973,73.54564154,147.091318,0,61.64855664,0,0,29.70423479,122.2155668,0,133.3154858,0,0,0,0,0,55.64793829,0,0,0,0,0,48.66989912,0,0,0,0,0,0,122.2155668,0,81.59738465,44.51037374,37.60970104,64.81392884,133.7753335,0,0,38.2636761,0,0,33.18021368,37.57545904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.60539503,3.258064937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2.868179543,10.7985604,0,2.676967064,0,0,0,6.883629594,0,4.589086832,1.725401942,8.984928338,34.41815844,0,4.589085523,0,3.441814273,0,0,0,3.824238401,6.384574268,0,0,7.441305817,0.891130984,8.0557224,6.118781425,0,0,11.4727173,11.47271643,11.47271555,3.441815321,3.44181471,3.441815102,3.441814491,8.03090272,0.382423844,13.30957916,9.178172355,0,15.01096557,5.783653121,7.648477763,2.868179761,0,0,6.698489036,0,0,0,0,0,0,0,0,0,3.441814491,0,0,0.18045505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,0.051739582,0.105087051,0,0.041644016,0,0,0.005075652,0.017767057,0.115977658,0.140893856,0.007266566,0.00489357,0,0,0.169694998,0,0.046064162,0.011102705,0.021540891,0.112062497,0,0.019016138,0,0,0.054151317,0,0.202091551,0,0,0,0.214383514,0.078817503,0.093387014,0,0,0,0.088084337,0,0,0,0.072197569,0.08808442,0,0.08808418,0,0,0.040865527,0,0.174642681,0,0,0,0,0.31808331,0,0,0,0,0.144340589,0,0,0.010194372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,0.829199531,1.115647946,0,0.610988979,0,0,0.305494385,0.174568232,0.197549512,0.567346869,0.480062866,0.130926283,3.555891843,0.610988892,0.853616395,0,1.164300733,1.391619341,1.171907895,0.452387336,0.916483578,0.305494228,0,0,0,0.092066654,0.832272544,0.489875348,0,0,1.393430574,1.178479604,1.235441492,0,0,0,1.56879675,1.184226043,0.499066629,0,1.051141829,1.088465485,0,0.597534741,0.615429123,0.432152531,0.890018025,0,0.692050496,0,0,0,0.19633182,1.284076298,0,0,0,0,1.282524998,0.347003214,0,0.018643604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,0,31.35082771,28.36502952,0,28.36503258,28.36502603,0,0,0,67.18034135,0,0,0,0,0,0,0,0,0,0,0,0,0,33.59017373,0,0,0,0,0,0,55.98361125,0,55.98361561,0,0,0,0,0,0,26.40817031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15410153,14.18251476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,3.120582214,12.87088692,12.30646538,3.22090363,0,0,2.648789869,4.138716108,0,34.61325114,5.864328536,29.50212968,112.9983667,0,18.07974304,41.27746675,37.02212215,44.22376755,37.24611287,14.3758561,32.21284756,20.72632933,18.94754153,25.81098842,13.01471503,2.925851138,26.45407216,0,0,0,44.28017929,37.45189002,39.26662579,46.77532281,40.88062202,51.1282742,53.22602616,37.6371004,0,43.71266222,0,34.58899837,49.28482457,18.99195214,0,0,30.19648631,0,0,0,0,0,6.240742235,40.80723352,0,0,0,0,40.7536236,0,44.43503007,0.568866005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,11.40452308,0,0,7.659707739,0,9.155677488,0,5.325839984,0,25.55977159,10.97858,0,50.39839991,0.757941332,13.14897068,0,4.365113127,0,4.487246324,0,11.36578071,4.177571601,0,0,16.24012343,1.079357298,9.510979337,11.79151823,0,0,17.39075351,16.72424575,15.14769486,6.483844258,6.346466888,0,0,7.773119505,4.944220223,6.266233566,19.90192065,0,6.466661504,10.25940674,7.28107004,8.577990068,7.088805788,0,0,0,0,0,0,0,0,0,0,0,6.946019856,0,0,0.15589353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,10.3903744,0,0,8.494917394,0,0,0,1.906626977,0,16.86735638,2.742002952,14.27882233,54.69723078,0.425423151,13.13045466,0,0,0,18.02645564,6.958684784,0,10.14635502,0,0,0,1.41618306,0,7.535334395,0,0,21.433961,0,19.00375077,0,0,0,0,18.21594818,0,0,16.16882583,0,0,9.191365352,9.466618922,6.647435237,13.6903802,0,0,0,0,0,0,0,0,0,0,0,0,5.33765171,0,0.28677869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,8.728414235,8.728415108,0.775352204,3.927787279,0.880426764,0.616675191,0.139728356,11.78335891,0.353144395,1.960225414,0.318659878,1.659403441,6.356599703,0.049440243,8.728413362,0,7.855572026,6.546313077,0,0.808698278,3.927785184,1.179150558,18.32967286,1.451772555,1.309262004,0,1.487790178,13.96546138,0.689269056,0,34.91365999,34.91366349,34.91367003,7.85557028,7.855571153,7.855572899,0,7.855571153,7.855572026,7.855571153,7.855572899,0,7.855571153,7.855571153,2.61852379,0.772526729,1.591017937,1.483208285,0,0,0,0,0,0,0,0,0,0,7.855568535,0,2.370522683,0.033327782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,7.972953911,6.065062405,4.770615573,5.354937023,3.892952312,6.40077333,0,3.723317475,3.914863728,17.86894924,7.675167941,0.782971759,35.23370385,0.529880023,9.192508338,14.51562375,3.051667681,3.740649005,3.137054476,4.482501558,7.945866589,2.920557879,2.317922297,8.206369577,11.35354653,0.75458386,6.649166517,8.243503303,3.165985588,0,12.15794925,11.6919973,10.58982869,4.532885015,4.436843228,6.91788207,8.265397218,5.434221129,3.456524966,4.380753134,13.91351685,10.92245935,4.52086599,7.17239693,5.090222139,5.996912699,4.955815047,0,8.28451288,0,0,0,2.803011899,12.72333702,0,0,0,0,4.855992112,2.818698386,2.975292319,0.108985858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,5.564360463,0,0,5.586183679,0,0,0,0,0,19.20251289,1.963893006,11.54147581,44.21139066,0.343866681,19.2025094,0,14.47608098,0,14.57065727,5.624655906,2.618524838,2.618523398,0,0,9.558635602,1.963891348,0,8.728415108,0,0,6.546307403,6.98273069,6.546308712,18.30173408,15.99390406,18.73654174,0,14.72381692,0,0,13.06914454,0,19.28214569,7.429319959,6.109887608,9.819468524,0,0,0,0,0,0,0,0,0,0,0,0,6.98273069,2.618523179,16.48745786,0.231801346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,11.24316614,13.74883831,8.41770454,15.48246879,4.726780171,7.990173761,11.19480418,9.837946138,10.62719721,9.171527414,0,0,0,0,0,23.79381499,3.089273134,3.08864735,34.93697097,16.681209,31.75557689,0,11.2141171,18.68650917,0,0,0,0,0,0,13.58409038,13.58223995,13.5813418,0,0,0,0,0,0,13.58330875,0,0,20.60113508,13.57638319,0,0,152.7372704,22.37183993,0,0,0,0,0,27.57767951,0,0,0,0,72.2029148,0,35.75621854,1.319765602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,11.72687517,18.42793516,16.75267594,20.10321619,11.72687909,11.72687255,11.98229996,11.74738956,0,26.80428229,0,41.2996954,60.30966603,124.9750285,18.04012695,30.15481643,11.72687168,11.72687255,21.97557127,7.672707402,18.04595055,13.44881001,8.855978687,23.45374859,23.45374684,0,0,0,8.257945772,0,26.80428229,26.80429582,26.80428753,10.0516081,10.05160504,10.05160722,10.05160548,10.05160417,0,10.0516081,10.05160722,10.05160504,10.05160897,10.05160635,0,0,120.619223,14.07226574,0,0,0,0,0,0,0,0,0,0,52.05043108,0,10.05160635,1.909094238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,0.379348026,0,0,0.305328815,0,0,0.037214047,0.130265822,0.850333551,1.033016319,0.053277541,0.035879052,6.458231166,0,1.244182081,0,0,0,0.157935062,0.8216282,0,0.13942397,0,0,0.397030705,0.165625301,0,0.215274371,0,0,1.571832535,0.577880056,0.684701826,0.645822375,0.645822462,0,0.645823291,0.52428786,0.107637096,0,0.529343488,0,0,0.645822287,0,0.966492978,0,0,0,0,0,0,0,0,0,1.614553886,0,0,0,0.107637179,0,0.074743922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,0,0,0,27.0703479,0,0,0,0,0,0,6.389684317,53.79450772,78.55575517,162.7849878,23.49798768,0,19.08406614,0,0,0,0,0,0,0,0,2.0146105,0,0,0,0,55.47828412,0,0,17.96050244,15.17599325,26.1532426,0,15.08971593,7.861523931,0,49.39022016,0,0,15.16217224,11.53442194,0,0,0,0,0,0,0,0,0,0,0,0,0,67.79778059,0,0,1.320450085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,0,0.851299176,0.735619942,0.337353931,0,0,0.041117337,0.143929044,0.93952301,1.141366871,0,0,7.13561976,0,0,0,0.373161008,0.089941896,0.174500509,0,0,0.154047789,0,0,0,0,1.637121678,0,0,0,0,0,0.756518513,0,0,0,0,0,0,0,0,0,0,0.713561016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082583612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103415005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,2.69217615,17.28225758,4.724994338,5.856763184,0,6.412125941,0.26410256,0.924477364,6.034689272,7.331167642,0.378102878,0.254628164,45.83312987,0,0.436420668,0,2.396866475,0,1.120841614,5.830972032,2.011566989,0.989470832,5.187342322,0,1.832966937,1.175418463,10.51546828,0,0,0,11.1550611,4.10112964,4.859224679,4.583306004,4.583303822,4.58330775,4.583314732,3.720792345,0,4.583298148,3.756673237,0,4.583309059,4.583305131,1.788848997,0,2.126365002,0,9.087226216,0,0,0,5.856458562,16.55090077,0,11.4582517,0,0,14.40188554,0,0,0.530446323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,4.865694179,3.701356088,2.911388288,3.267982029,2.37577038,3.906232113,3.141716365,2.272247732,2.389145277,10.90497722,0,0,0,0,0,8.858522583,1.862357949,2.282827005,1.9144647,2.735559114,4.849164747,0,1.414570573,5.008142322,0,0,0,0,0,0,7.419692519,7.13533085,6.462702732,0,0,0,0,0,0,2.673463043,0,0,2.758974261,4.377133025,0,0,0,5.017204161,0,0,0,0,0,0,0,0,0,0,2.963492158,0,1.815748178,0.066511356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,0.039776922,0.080790006,0.069811801,0.032015555,0,0,0.003902116,0.013659156,0.089162602,0.108317956,0.005586471,0.003762135,0,0.010184175,0.130459968,0,0.035413721,0.008535665,0.016560444,0.086152661,0.02972089,0.014619439,0.076642976,0,0.041631052,0.017366811,0.155366098,0.022572812,0,0,0.164816107,0.060594204,0.071795093,0.067718378,0.067718365,0,0.067718461,0.054974729,0.011286394,0,0.055504845,0,0.067718422,0.067718356,0.026430248,0.101342592,0.031417055,0,0,0,0,0,0,0,0,0.16929569,0,0,0.110967701,0,0,0.007837348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2.775655088,2.111455781,1.660813211,1.864234208,1.355262532,2.228327272,1.792207516,1.296212372,1.362896839,6.220787337,2.67198781,0.272578984,12.26605806,0,0,5.053380815,1.062389219,1.302246673,1.092115271,1.560510867,2.766224736,1.016745247,0.806947358,2.856915002,3.95255258,0.262696028,0,2.869841869,1.102186333,0,4.232600319,4.070380967,3.686679916,1.578050177,1.544615117,2.408349707,2.877461294,0,0,1.525088434,4.843767532,3.802476808,1.5738687,2.496953358,1.77208058,0,1.72529048,2.862079037,2.884119502,0,0,0,0,4.429416221,0,3.066506988,0,0,1.690536382,0.981284235,1.035800988,0.037941596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRM,5.491840877,4.177668573,3.286044608,3.688525801,2.681499075,4.408910123,3.546014072,2.564655253,2.696595215,12.30829006,0,0,0,0,0,9.998491337,2.102016918,2.576593016,2.160830364,3.087587721,5.473182148,2.011707255,1.596606827,5.652620434,0,0,0,0,2.180759427,0,8.374508932,8.053550771,7.294366905,3.122291761,0,0,0,0,0,3.01750118,0,0,3.114016396,4.940410707,0,0,0,5.662843588,0,0,0,0,0,0,0,0,0,0,3.344852468,0,2.049408414,0.075070404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,0,35.73442631,102.0983241,21.10989204,0,0,12.17092316,11.93231365,0,47.64590349,0,0,0,0,0,0,0,0,22.32150623,0,0,13.66050938,0,0,0,0,14.05462692,0,0,0,54.45245115,54.45245115,54.45246861,0,0,0,42.09452698,0,0,0,0,19.81760461,10.44067145,11.82370469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.67868982,1.029707814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,4.247290195,7.014952937,2.727223566,3.472487009,0,0,0.491480809,0.779375871,1.242150063,6.894897102,1.120854532,5.836782973,0,0.173901059,5.367362792,0,0,8.75020821,7.368705929,2.844514632,0,4.147543371,0,0,4.834015276,0.578896,5.233152963,3.080232156,0,0,8.761596608,7.410038894,7.768197553,9.255592945,0,0,0,7.446163615,0,0,0,6.844042311,0,3.757171411,0,0,5.596245794,0,0,0,0,0,0,8.07400057,0,0,0,0,0,0,0,0.117227073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,0.202246965,0,0,0.162784128,0,0,0.019840435,0.069450392,0.453349993,0,0.028404589,0.01912869,0,0,0.66332795,0,0,0.04339984,0.084202113,0,0,0.074332997,0,0,0.211674385,0.088302089,0.789963698,0.114772151,0,0,0.838012392,0,0.365044448,0,0,0,0.344316596,0.279520756,0.057386023,0,0.282216138,0,0,0.34431605,0.134385388,0.51527957,0,0,0,0,0,0,0,0,0,0.860789187,0,0,0.564218823,0.057386075,0,0.03984924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,0,28.68707394,25.39917227,48.14231454,11.90288057,18.9895767,27.75647058,27.21231641,0,62.10660631,0,0,0,0,0,45.28787898,33.93937835,39.933683,50.9054509,0,41.80266498,0,20.51448856,24.93052412,0,0,0,0,19.12917283,0,98.66341413,95.76113813,58.55535969,31.94121672,0,0,0,0,0,27.45851572,0,0,23.810543,26.96463547,0,0,0,32.59779896,0,0,0,0,0,0,0,0,0,0,120.5725827,0,0,2.348307824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,0,4.332402525,4.365331337,2.899393091,3.550276418,2.603536319,10.58051678,10.37308865,0,9.141961223,0,0,0,0,0,5.621272337,5.325415347,5.325415347,5.325414911,0,15.9347935,0,3.846132797,4.999974709,0,0,0,0,0,0,11.89342639,11.89342551,11.89342639,0,0,0,0,0,0,2.662707324,0,0,2.662707499,2.662706888,0,0,0,12.42598573,0,0,0,0,0,0,0,0,0,0,9.970360533,0,19.86102629,0.22951579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGP,0,0,0,0,0,0,0,0,0,0,0,0,157.111506,0,0,0,0,0,0,0,0,0,0,0,0,4.029220956,0,0,0,0,0,0,65.85118293,0,0,0,0,0,0,0,0,0,0,30.32434753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.640900344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
